Jahr;Schulgemeinde;Land;country_n;per_n;rank;diff_c
2003;Uto;Irland;3;7.260406582768635e-4;5028;69
2003;Uto;Island;1;2.420135527589545e-4;7272;69
2003;Uto;Israel;1;2.420135527589545e-4;7272;69
2003;Uto;Italien;141;0.03412391093901258;399;69
2003;Uto;Japan;2;4.84027105517909e-4;5887;69
2003;Uto;Kenya;2;4.84027105517909e-4;5887;69
2003;Uto;Kolumbien;11;0.0026621490803484995;2428;69
2003;Uto;Kongo (Brazzaville);7;0.0016940948693126815;3180;69
2003;Uto;Kroatien;70;0.016940948693126814;774;69
2003;Uto;Kuba;4;9.68054211035818e-4;4399;69
2003;Uto;Libyen;9;0.0021781219748305907;2733;69
2003;Uto;Marokko;3;7.260406582768635e-4;5028;69
2003;Uto;Mexiko;2;4.84027105517909e-4;5887;69
2003;Uto;Mongolei;3;7.260406582768635e-4;5028;69
2003;Uto;Neuseeland;1;2.420135527589545e-4;7272;69
2003;Uto;Niederlande;3;7.260406582768635e-4;5028;69
2003;Uto;Nigeria;3;7.260406582768635e-4;5028;69
2003;Uto;Nordmazedonien;79;0.019119070667957407;681;69
2003;Uto;Österreich;14;0.003388189738625363;2063;69
2003;Uto;Pakistan;7;0.0016940948693126815;3180;69
2003;Uto;Peru;4;9.68054211035818e-4;4399;69
2003;Uto;Philippinen;10;0.002420135527589545;2565;69
2003;Uto;Polen;1;2.420135527589545e-4;7272;69
2003;Uto;Portugal;131;0.03170377541142304;423;69
2003;Uto;Russland;4;9.68054211035818e-4;4399;69
2003;Uto;Schweiz;2630;0.6364956437560504;63;69
2003;Uto;Senegal;3;7.260406582768635e-4;5028;69
2003;Uto;Serbien;347;0.08397870280735721;165;69
2003;Uto;Slowakische Republik;2;4.84027105517909e-4;5887;69
2003;Uto;Somalia;14;0.003388189738625363;2063;69
2003;Uto;Spanien;63;0.015246853823814134;844;69
2003;Uto;Sri Lanka;177;0.04283639883833495;328;69
2003;Uto;Thailand;5;0.0012100677637947724;3919;69
2003;Uto;Tibet;3;7.260406582768635e-4;5028;69
2003;Uto;Türkei;126;0.03049370764762827;437;69
2003;Uto;Ukraine;2;4.84027105517909e-4;5887;69
2003;Uto;Ungarn;2;4.84027105517909e-4;5887;69
2003;Uto;Venezuela;2;4.84027105517909e-4;5887;69
2003;Uto;Vereinigte Staaten;5;0.0012100677637947724;3919;69
2003;Uto;Vietnam;9;0.0021781219748305907;2733;69
2003;Waidberg;Afghanistan;7;0.0017114914425427872;3180;76
2003;Waidberg;Afrika;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Albanien;3;7.334963325183374e-4;5028;76
2003;Waidberg;Algerien;4;9.779951100244498e-4;4399;76
2003;Waidberg;Angola;5;0.0012224938875305623;3919;76
2003;Waidberg;Australien;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Bangladesh;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Belgien;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Bolivien;3;7.334963325183374e-4;5028;76
2003;Waidberg;Bosnien-Herzegowina;47;0.011491442542787287;1020;76
2003;Waidberg;Brasilien;12;0.00293398533007335;2274;76
2003;Waidberg;Bulgarien;5;0.0012224938875305623;3919;76
2003;Waidberg;Chile;8;0.0019559902200488996;2923;76
2003;Waidberg;Deutschland;110;0.02689486552567237;488;76
2003;Waidberg;Dominikanische Republik;18;0.004400977995110024;1748;76
2003;Waidberg;Ecuador;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Eritrea;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Frankreich;4;9.779951100244498e-4;4399;76
2003;Waidberg;Georgien;2;4.889975550122249e-4;5887;76
2003;Waidberg;Ghana;2;4.889975550122249e-4;5887;76
2003;Waidberg;Griechenland;19;0.004645476772616137;1693;76
2003;Waidberg;Grossbritannien;10;0.0024449877750611247;2565;76
2003;Waidberg;Guatemala;2;4.889975550122249e-4;5887;76
2003;Waidberg;Haiti;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Indien;7;0.0017114914425427872;3180;76
2003;Waidberg;Irak;10;0.0024449877750611247;2565;76
2003;Waidberg;Iran;7;0.0017114914425427872;3180;76
2003;Waidberg;Irland;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Italien;135;0.03300733496332518;412;76
2003;Waidberg;Japan;3;7.334963325183374e-4;5028;76
2003;Waidberg;Kamerun;4;9.779951100244498e-4;4399;76
2003;Waidberg;Kanada;3;7.334963325183374e-4;5028;76
2003;Waidberg;Kasachstan;2;4.889975550122249e-4;5887;76
2003;Waidberg;Kenya;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Kirgistan;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Kolumbien;5;0.0012224938875305623;3919;76
2003;Waidberg;Kongo (Brazzaville);4;9.779951100244498e-4;4399;76
2003;Waidberg;Kroatien;32;0.007823960880195598;1288;76
2003;Waidberg;Kuba;2;4.889975550122249e-4;5887;76
2003;Waidberg;Libanon;5;0.0012224938875305623;3919;76
2003;Waidberg;Liberia;2;4.889975550122249e-4;5887;76
2003;Waidberg;Libyen;2;4.889975550122249e-4;5887;76
2003;Waidberg;Malaysia;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Marokko;2;4.889975550122249e-4;5887;76
2003;Waidberg;Mittel- und Südamerika;2;4.889975550122249e-4;5887;76
2003;Waidberg;Mongolei;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Neuseeland;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Niederlande;3;7.334963325183374e-4;5028;76
2003;Waidberg;Nordmazedonien;40;0.009779951100244499;1124;76
2003;Waidberg;Norwegen;5;0.0012224938875305623;3919;76
2003;Waidberg;Österreich;12;0.00293398533007335;2274;76
2003;Waidberg;Pakistan;8;0.0019559902200488996;2923;76
2003;Waidberg;Peru;2;4.889975550122249e-4;5887;76
2003;Waidberg;Philippinen;5;0.0012224938875305623;3919;76
2003;Waidberg;Polen;8;0.0019559902200488996;2923;76
2003;Waidberg;Portugal;100;0.02444987775061125;543;76
2003;Waidberg;Russland;8;0.0019559902200488996;2923;76
2003;Waidberg;Rwanda;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Schweden;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Schweiz;2849;0.6965770171149144;50;76
2003;Waidberg;Serbien;241;0.0589242053789731;223;76
2003;Waidberg;Slowenien;2;4.889975550122249e-4;5887;76
2003;Waidberg;Somalia;25;0.006112469437652812;1473;76
2003;Waidberg;Spanien;58;0.014180929095354523;896;76
2003;Waidberg;Sri Lanka;86;0.021026894865525673;631;76
2003;Waidberg;Süd-/Osteuropa;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Südafrika;2;4.889975550122249e-4;5887;76
2003;Waidberg;Thailand;5;0.0012224938875305623;3919;76
2003;Waidberg;Togo;2;4.889975550122249e-4;5887;76
2003;Waidberg;Tschechische Republik;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Tunesien;1;2.4449877750611245e-4;7272;76
2003;Waidberg;Türkei;94;0.022982885085574573;573;76
2003;Waidberg;Ukraine;6;0.001466992665036675;3495;76
2003;Waidberg;Ungarn;7;0.0017114914425427872;3180;76
2003;Waidberg;Vereinigte Staaten;14;0.0034229828850855745;2063;76
2003;Waidberg;Vietnam;2;4.889975550122249e-4;5887;76
2003;Zürichberg;Afghanistan;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Albanien;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Angola;4;0.0013802622498274672;4399;55
2003;Zürichberg;Äthiopien;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Belgien;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Bosnien-Herzegowina;12;0.004140786749482402;2274;55
2003;Zürichberg;Brasilien;9;0.003105590062111801;2733;55
2003;Zürichberg;Bulgarien;4;0.0013802622498274672;4399;55
2003;Zürichberg;China;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Costa Rica;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Dänemark;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Deutschland;72;0.024844720496894408;746;55
2003;Zürichberg;Dominikanische Republik;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Finnland;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Frankreich;7;0.0024154589371980675;3180;55
2003;Zürichberg;Griechenland;5;0.001725327812284334;3919;55
2003;Zürichberg;Grossbritannien;9;0.003105590062111801;2733;55
2003;Zürichberg;Indien;13;0.004485852311939268;2166;55
2003;Zürichberg;Irak;3;0.0010351966873706005;5028;55
2003;Zürichberg;Iran;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Israel;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Italien;42;0.014492753623188406;1092;55
2003;Zürichberg;Japan;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Kamerun;3;0.0010351966873706005;5028;55
2003;Zürichberg;Kanada;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Kirgistan;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Kolumbien;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Kroatien;16;0.005521048999309869;1886;55
2003;Zürichberg;Libanon;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Liberia;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Litauen;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Malaysia;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Mexiko;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Niederlande;8;0.0027605244996549345;2923;55
2003;Zürichberg;Nordmazedonien;10;0.003450655624568668;2565;55
2003;Zürichberg;Österreich;18;0.006211180124223602;1748;55
2003;Zürichberg;Pakistan;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Philippinen;6;0.002070393374741201;3495;55
2003;Zürichberg;Polen;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Portugal;63;0.021739130434782608;844;55
2003;Zürichberg;Russland;4;0.0013802622498274672;4399;55
2003;Zürichberg;Schweden;11;0.003795721187025535;2428;55
2003;Zürichberg;Schweiz;2344;0.8088336783988958;81;55
2003;Zürichberg;Serbien;99;0.034161490683229816;550;55
2003;Zürichberg;Slowakische Republik;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Somalia;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Spanien;28;0.00966183574879227;1379;55
2003;Zürichberg;Sri Lanka;47;0.01621808143547274;1020;55
2003;Zürichberg;Thailand;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Tibet;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Türkei;10;0.003450655624568668;2565;55
2003;Zürichberg;Ukraine;2;6.901311249137336e-4;5887;55
2003;Zürichberg;Ungarn;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Venezuela;1;3.450655624568668e-4;7272;55
2003;Zürichberg;Vereinigte Staaten;10;0.003450655624568668;2565;55
2004;Glattal;Afghanistan;3;6.116207951070336e-4;5028;85
2004;Glattal;Afrika;7;0.0014271151885830785;3180;85
2004;Glattal;Ägypten;1;2.0387359836901122e-4;7272;85
2004;Glattal;Albanien;3;6.116207951070336e-4;5028;85
2004;Glattal;Algerien;3;6.116207951070336e-4;5028;85
2004;Glattal;Angola;15;0.0030581039755351682;1955;85
2004;Glattal;Armenien;2;4.0774719673802244e-4;5887;85
2004;Glattal;Asien;2;4.0774719673802244e-4;5887;85
2004;Glattal;Äthiopien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Australien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Bangladesh;1;2.0387359836901122e-4;7272;85
2004;Glattal;Belgien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Bosnien-Herzegowina;114;0.023241590214067277;475;85
2004;Glattal;Brasilien;16;0.0032619775739041795;1886;85
2004;Glattal;Bulgarien;4;8.154943934760449e-4;4399;85
2004;Glattal;Chile;5;0.0010193679918450561;3919;85
2004;Glattal;China;11;0.002242609582059123;2428;85
2004;Glattal;Deutschland;69;0.014067278287461774;781;85
2004;Glattal;Dominikanische Republik;14;0.002854230377166157;2063;85
2004;Glattal;Ecuador;1;2.0387359836901122e-4;7272;85
2004;Glattal;Eritrea;3;6.116207951070336e-4;5028;85
2004;Glattal;Finnland;4;8.154943934760449e-4;4399;85
2004;Glattal;Frankreich;4;8.154943934760449e-4;4399;85
2004;Glattal;Georgien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Ghana;12;0.0024464831804281344;2274;85
2004;Glattal;Griechenland;16;0.0032619775739041795;1886;85
2004;Glattal;Grossbritannien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Haiti;1;2.0387359836901122e-4;7272;85
2004;Glattal;Indien;31;0.006320081549439347;1308;85
2004;Glattal;Indonesien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Irak;31;0.006320081549439347;1308;85
2004;Glattal;Iran;17;0.0034658511722731908;1816;85
2004;Glattal;Italien;242;0.04933741080530071;222;85
2004;Glattal;Japan;3;6.116207951070336e-4;5028;85
2004;Glattal;Jordanien;1;2.0387359836901122e-4;7272;85
2004;Glattal;Kambodscha;2;4.0774719673802244e-4;5887;85
2004;Glattal;Kamerun;6;0.0012232415902140672;3495;85
2004;Glattal;Kanada;1;2.0387359836901122e-4;7272;85
2004;Glattal;Kenya;2;4.0774719673802244e-4;5887;85
2004;Glattal;Kirgistan;1;2.0387359836901122e-4;7272;85
2004;Glattal;Kolumbien;5;0.0010193679918450561;3919;85
2004;Glattal;Kongo (Brazzaville);7;0.0014271151885830785;3180;85
2004;Glattal;Korea (Süd-);8;0.0016309887869520897;2923;85
2004;Glattal;Kroatien;68;0.013863404689092763;790;85
2004;Glattal;Kuba;2;4.0774719673802244e-4;5887;85
2004;Glattal;Libanon;4;8.154943934760449e-4;4399;85
2004;Glattal;Libyen;8;0.0016309887869520897;2923;85
2004;Glattal;Litauen;1;2.0387359836901122e-4;7272;85
2004;Glattal;Luxemburg;1;2.0387359836901122e-4;7272;85
2004;Glattal;Malaysia;2;4.0774719673802244e-4;5887;85
2004;Glattal;Marokko;1;2.0387359836901122e-4;7272;85
2004;Glattal;Mittel- und Südamerika;1;2.0387359836901122e-4;7272;85
2004;Glattal;Mongolei;3;6.116207951070336e-4;5028;85
2004;Glattal;Niederlande;2;4.0774719673802244e-4;5887;85
2004;Glattal;Nordmazedonien;105;0.021406727828746176;518;85
2004;Glattal;Österreich;18;0.003669724770642202;1748;85
2004;Glattal;Pakistan;12;0.0024464831804281344;2274;85
2004;Glattal;Palästina;2;4.0774719673802244e-4;5887;85
2004;Glattal;Peru;5;0.0010193679918450561;3919;85
2004;Glattal;Philippinen;13;0.0026503567787971457;2166;85
2004;Glattal;Polen;5;0.0010193679918450561;3919;85
2004;Glattal;Portugal;194;0.03955147808358817;294;85
2004;Glattal;Russland;9;0.001834862385321101;2733;85
2004;Glattal;Schweden;3;6.116207951070336e-4;5028;85
2004;Glattal;Schweiz;2754;0.5614678899082569;54;85
2004;Glattal;Serbien;588;0.1198776758409786;141;85
2004;Glattal;Slowakische Republik;1;2.0387359836901122e-4;7272;85
2004;Glattal;Slowenien;3;6.116207951070336e-4;5028;85
2004;Glattal;Somalia;21;0.004281345565749235;1608;85
2004;Glattal;Spanien;74;0.01508664627930683;721;85
2004;Glattal;Sri Lanka;129;0.026299694189602447;427;85
2004;Glattal;Süd-/Osteuropa;1;2.0387359836901122e-4;7272;85
2004;Glattal;Südafrika;2;4.0774719673802244e-4;5887;85
2004;Glattal;Sudan;1;2.0387359836901122e-4;7272;85
2004;Glattal;Syrien;2;4.0774719673802244e-4;5887;85
2004;Glattal;Thailand;17;0.0034658511722731908;1816;85
2004;Glattal;Tschechische Republik;3;6.116207951070336e-4;5028;85
2004;Glattal;Tunesien;3;6.116207951070336e-4;5028;85
2004;Glattal;Türkei;151;0.030784913353720692;378;85
2004;Glattal;Ukraine;7;0.0014271151885830785;3180;85
2004;Glattal;Ungarn;2;4.0774719673802244e-4;5887;85
2004;Glattal;Venezuela;1;2.0387359836901122e-4;7272;85
2004;Glattal;Vereinigte Staaten;4;8.154943934760449e-4;4399;85
2004;Glattal;Vietnam;7;0.0014271151885830785;3180;85
2004;Glattal;Zimbabwe;1;2.0387359836901122e-4;7272;85
2004;Letzi;Afghanistan;3;8.802816901408451e-4;5028;68
2004;Letzi;Afrika;1;2.9342723004694836e-4;7272;68
2004;Letzi;Albanien;4;0.0011737089201877935;4399;68
2004;Letzi;Algerien;4;0.0011737089201877935;4399;68
2004;Letzi;Angola;13;0.0038145539906103286;2166;68
2004;Letzi;Argentinien;1;2.9342723004694836e-4;7272;68
2004;Letzi;Armenien;1;2.9342723004694836e-4;7272;68
2004;Letzi;Äthiopien;1;2.9342723004694836e-4;7272;68
2004;Letzi;Bangladesh;1;2.9342723004694836e-4;7272;68
2004;Letzi;Bolivien;7;0.0020539906103286387;3180;68
2004;Letzi;Bosnien-Herzegowina;74;0.02171361502347418;721;68
2004;Letzi;Brasilien;10;0.0029342723004694834;2565;68
2004;Letzi;Bulgarien;2;5.868544600938967e-4;5887;68
2004;Letzi;Chile;3;8.802816901408451e-4;5028;68
2004;Letzi;China;6;0.0017605633802816902;3495;68
2004;Letzi;Dänemark;4;0.0011737089201877935;4399;68
2004;Letzi;Deutschland;34;0.009976525821596244;1242;68
2004;Letzi;Dominikanische Republik;15;0.0044014084507042256;1955;68
2004;Letzi;Frankreich;5;0.0014671361502347417;3919;68
2004;Letzi;Gambia;2;5.868544600938967e-4;5887;68
2004;Letzi;Ghana;2;5.868544600938967e-4;5887;68
2004;Letzi;Griechenland;9;0.002640845070422535;2733;68
2004;Letzi;Grossbritannien;6;0.0017605633802816902;3495;68
2004;Letzi;Indien;10;0.0029342723004694834;2565;68
2004;Letzi;Irak;1;2.9342723004694836e-4;7272;68
2004;Letzi;Iran;8;0.002347417840375587;2923;68
2004;Letzi;Irland;5;0.0014671361502347417;3919;68
2004;Letzi;Italien;177;0.05193661971830986;328;68
2004;Letzi;Japan;2;5.868544600938967e-4;5887;68
2004;Letzi;Kamerun;2;5.868544600938967e-4;5887;68
2004;Letzi;Kasachstan;2;5.868544600938967e-4;5887;68
2004;Letzi;Kolumbien;5;0.0014671361502347417;3919;68
2004;Letzi;Kongo (Brazzaville);1;2.9342723004694836e-4;7272;68
2004;Letzi;Kroatien;79;0.02318075117370892;681;68
2004;Letzi;Kuba;1;2.9342723004694836e-4;7272;68
2004;Letzi;Libanon;1;2.9342723004694836e-4;7272;68
2004;Letzi;Malaysia;1;2.9342723004694836e-4;7272;68
2004;Letzi;Marokko;5;0.0014671361502347417;3919;68
2004;Letzi;Mongolei;1;2.9342723004694836e-4;7272;68
2004;Letzi;Neuseeland;1;2.9342723004694836e-4;7272;68
2004;Letzi;Niederlande;1;2.9342723004694836e-4;7272;68
2004;Letzi;Nigeria;1;2.9342723004694836e-4;7272;68
2004;Letzi;Nordmazedonien;95;0.027875586854460094;568;68
2004;Letzi;Österreich;13;0.0038145539906103286;2166;68
2004;Letzi;Pakistan;1;2.9342723004694836e-4;7272;68
2004;Letzi;Peru;2;5.868544600938967e-4;5887;68
2004;Letzi;Philippinen;5;0.0014671361502347417;3919;68
2004;Letzi;Polen;2;5.868544600938967e-4;5887;68
2004;Letzi;Portugal;204;0.05985915492957746;279;68
2004;Letzi;Rumänien;4;0.0011737089201877935;4399;68
2004;Letzi;Russland;3;8.802816901408451e-4;5028;68
2004;Letzi;Schweiz;1860;0.545774647887324;110;68
2004;Letzi;Serbien;366;0.1073943661971831;157;68
2004;Letzi;Slowakische Republik;5;0.0014671361502347417;3919;68
2004;Letzi;Somalia;26;0.007629107981220657;1437;68
2004;Letzi;Spanien;96;0.028169014084507043;564;68
2004;Letzi;Sri Lanka;67;0.01965962441314554;802;68
2004;Letzi;Süd-/Osteuropa;1;2.9342723004694836e-4;7272;68
2004;Letzi;Sudan;3;8.802816901408451e-4;5028;68
2004;Letzi;Thailand;11;0.003227699530516432;2428;68
2004;Letzi;Togo;2;5.868544600938967e-4;5887;68
2004;Letzi;Tschechische Republik;1;2.9342723004694836e-4;7272;68
2004;Letzi;Tunesien;4;0.0011737089201877935;4399;68
2004;Letzi;Türkei;117;0.03433098591549296;464;68
2004;Letzi;Ukraine;3;8.802816901408451e-4;5028;68
2004;Letzi;Ungarn;2;5.868544600938967e-4;5887;68
2004;Letzi;Vereinigte Staaten;1;2.9342723004694836e-4;7272;68
2004;Letzi;Vietnam;2;5.868544600938967e-4;5887;68
2004;Limmattal;Afghanistan;6;0.0017783046828689982;3495;64
2004;Limmattal;Afrika;1;2.963841138114997e-4;7272;64
2004;Limmattal;Ägypten;2;5.927682276229994e-4;5887;64
2004;Limmattal;Algerien;8;0.0023710729104919974;2923;64
2004;Limmattal;Angola;32;0.00948429164196799;1288;64
2004;Limmattal;Armenien;2;5.927682276229994e-4;5887;64
2004;Limmattal;Äthiopien;1;2.963841138114997e-4;7272;64
2004;Limmattal;Bangladesh;5;0.0014819205690574985;3919;64
2004;Limmattal;Bolivien;9;0.0026674570243034974;2733;64
2004;Limmattal;Bosnien-Herzegowina;87;0.025785417901600473;623;64
2004;Limmattal;Brasilien;34;0.01007705986959099;1242;64
2004;Limmattal;Bulgarien;3;8.891523414344991e-4;5028;64
2004;Limmattal;Chile;2;5.927682276229994e-4;5887;64
2004;Limmattal;China;5;0.0014819205690574985;3919;64
2004;Limmattal;Deutschland;9;0.0026674570243034974;2733;64
2004;Limmattal;Dominikanische Republik;52;0.015411973918197985;963;64
2004;Limmattal;Ecuador;2;5.927682276229994e-4;5887;64
2004;Limmattal;Eritrea;4;0.0011855364552459987;4399;64
2004;Limmattal;Finnland;1;2.963841138114997e-4;7272;64
2004;Limmattal;Frankreich;3;8.891523414344991e-4;5028;64
2004;Limmattal;Ghana;8;0.0023710729104919974;2923;64
2004;Limmattal;Griechenland;7;0.002074688796680498;3180;64
2004;Limmattal;Grossbritannien;1;2.963841138114997e-4;7272;64
2004;Limmattal;Indien;6;0.0017783046828689982;3495;64
2004;Limmattal;Indonesien;1;2.963841138114997e-4;7272;64
2004;Limmattal;Irak;17;0.005038529934795495;1816;64
2004;Limmattal;Iran;9;0.0026674570243034974;2733;64
2004;Limmattal;Israel;1;2.963841138114997e-4;7272;64
2004;Limmattal;Italien;173;0.05127445168938945;337;64
2004;Limmattal;Kamerun;4;0.0011855364552459987;4399;64
2004;Limmattal;Kenya;4;0.0011855364552459987;4399;64
2004;Limmattal;Kolumbien;10;0.002963841138114997;2565;64
2004;Limmattal;Kongo (Brazzaville);4;0.0011855364552459987;4399;64
2004;Limmattal;Korea (Süd-);1;2.963841138114997e-4;7272;64
2004;Limmattal;Kroatien;73;0.021636040308239478;730;64
2004;Limmattal;Kuba;1;2.963841138114997e-4;7272;64
2004;Limmattal;Libanon;7;0.002074688796680498;3180;64
2004;Limmattal;Libyen;2;5.927682276229994e-4;5887;64
2004;Limmattal;Madagaskar;1;2.963841138114997e-4;7272;64
2004;Limmattal;Mexiko;3;8.891523414344991e-4;5028;64
2004;Limmattal;Mittel- und Südamerika;3;8.891523414344991e-4;5028;64
2004;Limmattal;Mongolei;2;5.927682276229994e-4;5887;64
2004;Limmattal;Nepal;1;2.963841138114997e-4;7272;64
2004;Limmattal;Niederlande;1;2.963841138114997e-4;7272;64
2004;Limmattal;Nordmazedonien;179;0.053052756372258446;326;64
2004;Limmattal;Österreich;7;0.002074688796680498;3180;64
2004;Limmattal;Pakistan;17;0.005038529934795495;1816;64
2004;Limmattal;Peru;7;0.002074688796680498;3180;64
2004;Limmattal;Philippinen;9;0.0026674570243034974;2733;64
2004;Limmattal;Portugal;272;0.08061647895672792;196;64
2004;Limmattal;Rumänien;1;2.963841138114997e-4;7272;64
2004;Limmattal;Russland;1;2.963841138114997e-4;7272;64
2004;Limmattal;Schweiz;1037;0.3073503260225252;129;64
2004;Limmattal;Serbien;595;0.17634854771784234;139;64
2004;Limmattal;Slowenien;1;2.963841138114997e-4;7272;64
2004;Limmattal;Somalia;36;0.01066982809721399;1202;64
2004;Limmattal;Spanien;118;0.034973325429756966;460;64
2004;Limmattal;Sri Lanka;318;0.0942501481920569;173;64
2004;Limmattal;Syrien;3;8.891523414344991e-4;5028;64
2004;Limmattal;Thailand;9;0.0026674570243034974;2733;64
2004;Limmattal;Türkei;143;0.04238292827504446;394;64
2004;Limmattal;Ungarn;2;5.927682276229994e-4;5887;64
2004;Limmattal;Vereinigte Staaten;4;0.0011855364552459987;4399;64
2004;Limmattal;Vietnam;7;0.002074688796680498;3180;64
2004;Schwamendingen;Afghanistan;11;0.0034678436317780582;2428;69
2004;Schwamendingen;Afrika;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Albanien;6;0.0018915510718789407;3495;69
2004;Schwamendingen;Algerien;4;0.0012610340479192938;4399;69
2004;Schwamendingen;Angola;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Armenien;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Bangladesh;3;9.457755359394704e-4;5028;69
2004;Schwamendingen;Bolivien;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Bosnien-Herzegowina;73;0.023013871374527112;730;69
2004;Schwamendingen;Brasilien;14;0.004413619167717529;2063;69
2004;Schwamendingen;Bulgarien;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Chile;4;0.0012610340479192938;4399;69
2004;Schwamendingen;China;5;0.0015762925598991173;3919;69
2004;Schwamendingen;Dänemark;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Deutschland;18;0.005674653215636823;1748;69
2004;Schwamendingen;Dominikanische Republik;14;0.004413619167717529;2063;69
2004;Schwamendingen;Ecuador;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Finnland;4;0.0012610340479192938;4399;69
2004;Schwamendingen;Frankreich;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Ghana;6;0.0018915510718789407;3495;69
2004;Schwamendingen;Griechenland;9;0.0028373266078184113;2733;69
2004;Schwamendingen;Haiti;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Indien;11;0.0034678436317780582;2428;69
2004;Schwamendingen;Irak;15;0.004728877679697352;1955;69
2004;Schwamendingen;Iran;11;0.0034678436317780582;2428;69
2004;Schwamendingen;Italien;193;0.06084489281210593;297;69
2004;Schwamendingen;Japan;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Jordanien;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Kambodscha;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Kamerun;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Kenya;3;9.457755359394704e-4;5028;69
2004;Schwamendingen;Kolumbien;5;0.0015762925598991173;3919;69
2004;Schwamendingen;Kongo (Brazzaville);7;0.0022068095838587644;3180;69
2004;Schwamendingen;Korea (Süd-);5;0.0015762925598991173;3919;69
2004;Schwamendingen;Kroatien;42;0.013240857503152586;1092;69
2004;Schwamendingen;Kuba;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Libanon;5;0.0015762925598991173;3919;69
2004;Schwamendingen;Libyen;2;6.305170239596469e-4;5887;69
2004;Schwamendingen;Malaysia;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Marokko;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Mongolei;1;3.1525851197982345e-4;7272;69
2004;Schwamendingen;Nigeria;3;9.457755359394704e-4;5028;69
2004;Schwamendingen;Nordmazedonien;72;0.02269861286254729;746;69
2004;Schwamendingen;Österreich;10;0.0031525851197982345;2565;69
2004;Schwamendingen;Pakistan;5;0.0015762925598991173;3919;69
2004;Schwamendingen;Palästina;1;3.1525851197982345e-4;7272;69
